scenario_id,tx_x,tx_y,rx_x,rx_y,distance_2d,path_loss_db
0,239.15544202376338,-100.59743368404642,282.693359375,-3.2711925506591797,106.62057495117188,120.0
0,239.15544202376338,-100.59743368404642,358.2061767578125,-27.0618953704834,139.93052673339844,120.0
0,239.15544202376338,-100.59743368404642,519.3587646484375,45.55678939819336,316.02996826171875,120.0
0,239.15544202376338,-100.59743368404642,89.56568145751953,189.85951232910156,326.7144470214844,120.0
0,239.15544202376338,-100.59743368404642,196.10498046875,-40.17940902709961,74.1867904663086,120.0
0,239.15544202376338,-100.59743368404642,261.7020568847656,-247.44696044921875,148.57028198242188,120.0
0,239.15544202376338,-100.59743368404642,345.39117431640625,-236.04347229003906,172.1385040283203,119.97049713134766
0,239.15544202376338,-100.59743368404642,31.924850463867188,162.01393127441406,334.5284118652344,120.0
0,239.15544202376338,-100.59743368404642,-71.63626098632812,-104.72525787353516,310.819091796875,120.0
0,239.15544202376338,-100.59743368404642,368.6935119628906,-264.5401306152344,208.94332885742188,120.0
0,239.15544202376338,-100.59743368404642,337.76580810546875,41.23896789550781,172.7471160888672,120.0
0,239.15544202376338,-100.59743368404642,331.6375732421875,-163.365966796875,111.7713394165039,111.27349853515625
0,239.15544202376338,-100.59743368404642,234.37393188476562,-180.07115173339844,79.61742401123047,108.93447875976562
0,239.15544202376338,-100.59743368404642,242.27783203125,-132.2126007080078,31.768978118896484,107.48779296875
0,239.15544202376338,-100.59743368404642,235.37213134765625,-195.9404296875,95.41802978515625,109.83977508544922
0,239.15544202376338,-100.59743368404642,466.8168640136719,29.1046085357666,262.01593017578125,120.0
0,239.15544202376338,-100.59743368404642,462.97076416015625,-88.51188659667969,224.14137268066406,119.99082946777344
0,239.15544202376338,-100.59743368404642,386.4039001464844,-282.4361877441406,233.98170471191406,119.85787963867188
0,239.15544202376338,-100.59743368404642,106.66968536376953,83.9212875366211,227.15553283691406,120.0
0,239.15544202376338,-100.59743368404642,216.75030517578125,-149.64398193359375,53.92173767089844,115.79904174804688
0,239.15544202376338,-100.59743368404642,140.44805908203125,-121.10443115234375,100.81510162353516,120.0
0,239.15544202376338,-100.59743368404642,151.44285583496094,-100.52081298828125,87.71261596679688,120.0
0,239.15544202376338,-100.59743368404642,223.59878540039062,-79.17937469482422,26.471548080444336,120.0
0,239.15544202376338,-100.59743368404642,36.80790710449219,-66.34928894042969,205.2253875732422,120.0
0,239.15544202376338,-100.59743368404642,118.77742767333984,-83.47825622558594,121.58919525146484,111.38851165771484
0,239.15544202376338,-100.59743368404642,259.179931640625,-374.0151672363281,274.1499938964844,119.99040222167969
0,239.15544202376338,-100.59743368404642,-42.289772033691406,105.0251235961914,348.5570983886719,120.0
0,239.15544202376338,-100.59743368404642,248.31350708007812,-77.39732360839844,24.94223976135254,120.0
0,239.15544202376338,-100.59743368404642,147.0124969482422,-315.945068359375,234.2326202392578,120.0
0,239.15544202376338,-100.59743368404642,254.14987182617188,-85.2151870727539,21.481306076049805,120.0
0,239.15544202376338,-100.59743368404642,100.66279602050781,117.15531158447266,258.06292724609375,120.0
0,239.15544202376338,-100.59743368404642,443.9486083984375,-101.98320770263672,204.79786682128906,119.96414947509766
0,239.15544202376338,-100.59743368404642,30.376739501953125,-272.40057373046875,270.37908935546875,120.0
0,239.15544202376338,-100.59743368404642,544.6251831054688,-89.67134094238281,305.6650695800781,119.99908447265625
0,239.15544202376338,-100.59743368404642,224.89669799804688,-74.83355712890625,29.446378707885742,120.0
0,239.15544202376338,-100.59743368404642,309.9822692871094,-51.83927917480469,85.98719024658203,120.0
0,239.15544202376338,-100.59743368404642,186.15882873535156,228.32403564453125,333.16357421875,120.0
0,239.15544202376338,-100.59743368404642,-18.21274185180664,14.105032920837402,281.7712707519531,120.0
0,239.15544202376338,-100.59743368404642,171.06739807128906,-438.2680969238281,344.4669189453125,120.0
0,239.15544202376338,-100.59743368404642,46.45232391357422,-106.98869323730469,192.80908203125,120.0
0,239.15544202376338,-100.59743368404642,24.821922302246094,125.81053924560547,311.7682189941406,120.0
0,239.15544202376338,-100.59743368404642,423.10736083984375,-190.608642578125,204.7933807373047,114.9992904663086
0,239.15544202376338,-100.59743368404642,221.8907470703125,-130.31385803222656,34.367652893066406,120.0
0,239.15544202376338,-100.59743368404642,474.170166015625,-103.50596618652344,235.03273010253906,120.0
0,239.15544202376338,-100.59743368404642,145.88644409179688,-158.83416748046875,109.95736694335938,120.0
0,239.15544202376338,-100.59743368404642,-63.49190902709961,-4.600893497467041,317.507080078125,120.0
0,239.15544202376338,-100.59743368404642,561.8062133789062,-156.90982055664062,327.52801513671875,119.60768127441406
0,239.15544202376338,-100.59743368404642,205.91310119628906,-215.8290252685547,119.93070220947266,120.0
0,239.15544202376338,-100.59743368404642,111.61722564697266,-137.7801055908203,132.84783935546875,120.0
0,239.15544202376338,-100.59743368404642,230.21194458007812,-328.4432373046875,228.02125549316406,119.99229431152344
0,239.15544202376338,-100.59743368404642,176.019775390625,-37.99909210205078,88.9081802368164,120.0
0,239.15544202376338,-100.59743368404642,433.3778991699219,101.42546844482422,280.2420654296875,120.0
0,239.15544202376338,-100.59743368404642,286.6820373535156,-136.4537811279297,59.53532791137695,108.01219940185547
0,239.15544202376338,-100.59743368404642,205.89158630371094,-185.2537384033203,90.95698547363281,119.99169921875
0,239.15544202376338,-100.59743368404642,318.48974609375,-59.68478012084961,89.26240539550781,120.0
0,239.15544202376338,-100.59743368404642,38.861263275146484,21.71614646911621,234.6878204345703,120.0
0,239.15544202376338,-100.59743368404642,317.35406494140625,-159.6217803955078,97.97396850585938,110.5263442993164
0,239.15544202376338,-100.59743368404642,-73.25982666015625,-157.73690795898438,317.59759521484375,120.0
0,239.15544202376338,-100.59743368404642,27.58456039428711,159.328125,335.14703369140625,120.0
0,239.15544202376338,-100.59743368404642,350.72625732421875,-62.516029357910156,117.89080047607422,120.0
0,239.15544202376338,-100.59743368404642,240.44134521484375,-137.7384490966797,37.16326904296875,107.32073974609375
0,239.15544202376338,-100.59743368404642,293.3550720214844,-185.62649536132812,100.834228515625,119.99964141845703
0,239.15544202376338,-100.59743368404642,189.41209411621094,-56.33283615112305,66.5864486694336,120.0
0,239.15544202376338,-100.59743368404642,167.99903869628906,-343.61517333984375,253.220947265625,120.0
0,239.15544202376338,-100.59743368404642,204.34848022460938,-102.51768493652344,34.85988998413086,106.01785278320312
0,239.15544202376338,-100.59743368404642,254.18026733398438,-68.70220947265625,35.25692367553711,120.0
0,239.15544202376338,-100.59743368404642,150.63250732421875,-48.49197006225586,102.71946716308594,120.0
0,239.15544202376338,-100.59743368404642,258.1727600097656,-298.3280029296875,198.6429901123047,119.9908676147461
0,239.15544202376338,-100.59743368404642,25.73672866821289,42.2457275390625,256.8106689453125,120.0
0,239.15544202376338,-100.59743368404642,141.98037719726562,-231.1591796875,162.75552368164062,120.0
0,239.15544202376338,-100.59743368404642,207.14755249023438,-187.56887817382812,92.67436218261719,119.99530792236328
0,239.15544202376338,-100.59743368404642,265.113525390625,197.6121063232422,299.3371887207031,120.0
0,239.15544202376338,-100.59743368404642,347.8732604980469,96.60737609863281,225.187255859375,120.0
0,239.15544202376338,-100.59743368404642,254.62509155273438,-25.473482131958008,76.70018768310547,120.0
0,239.15544202376338,-100.59743368404642,90.07144165039062,-3.0979466438293457,178.13531494140625,120.0
0,239.15544202376338,-100.59743368404642,238.44805908203125,6.055050849914551,106.65483093261719,120.0
0,239.15544202376338,-100.59743368404642,118.34040069580078,-120.00821685791016,122.36442565917969,120.0
0,239.15544202376338,-100.59743368404642,351.18023681640625,-206.0149688720703,153.82591247558594,113.00906372070312
0,239.15544202376338,-100.59743368404642,525.0721435546875,97.24822998046875,347.6942138671875,120.0
0,239.15544202376338,-100.59743368404642,569.81396484375,-18.737594604492188,340.64068603515625,119.99848937988281
0,239.15544202376338,-100.59743368404642,164.95541381835938,-83.0328598022461,76.25062561035156,108.69002532958984
0,239.15544202376338,-100.59743368404642,141.099609375,-33.74849319458008,118.67488098144531,120.0
0,239.15544202376338,-100.59743368404642,185.8809356689453,-126.78933715820312,59.36487579345703,119.2424087524414
0,239.15544202376338,-100.59743368404642,393.27880859375,-216.24148559570312,192.6851348876953,120.0
0,239.15544202376338,-100.59743368404642,44.11545944213867,-241.6411590576172,240.69468688964844,120.0
0,239.15544202376338,-100.59743368404642,97.14906311035156,-212.34524536132812,180.7024688720703,120.0
0,239.15544202376338,-100.59743368404642,-107.03031921386719,-147.77894592285156,349.3861389160156,120.0
0,239.15544202376338,-100.59743368404642,206.28065490722656,123.46104431152344,226.45738220214844,120.0
0,239.15544202376338,-100.59743368404642,127.92373657226562,61.406768798828125,196.51426696777344,120.0
0,239.15544202376338,-100.59743368404642,332.86871337890625,-150.86265563964844,106.34269714355469,111.02015686035156
0,239.15544202376338,-100.59743368404642,-7.297013282775879,-123.41914367675781,247.50685119628906,120.0
0,239.15544202376338,-100.59743368404642,433.086181640625,-94.66370391845703,194.02149963378906,119.9681625366211
0,239.15544202376338,-100.59743368404642,-17.00385093688965,43.947959899902344,294.12744140625,120.0
0,239.15544202376338,-100.59743368404642,433.77105712890625,177.76905822753906,339.6514892578125,120.0
0,239.15544202376338,-100.59743368404642,244.39056396484375,165.2489013671875,265.89788818359375,120.0
0,239.15544202376338,-100.59743368404642,245.9665069580078,-79.9964370727539,21.697736740112305,120.0
0,239.15544202376338,-100.59743368404642,328.8548889160156,-135.07327270507812,96.09669494628906,110.33140563964844
0,239.15544202376338,-100.59743368404642,187.04209899902344,-318.39227294921875,223.9428253173828,119.79824829101562
0,239.15544202376338,-100.59743368404642,198.75119018554688,-239.2246551513672,144.39532470703125,120.0
0,239.15544202376338,-100.59743368404642,529.7017211914062,-165.889404296875,297.79217529296875,116.73478698730469
0,239.15544202376338,-100.59743368404642,358.4464111328125,-236.73582458496094,181.00828552246094,114.2889633178711
0,239.15544202376338,-100.59743368404642,462.7532653808594,-176.09085083007812,235.99839782714844,115.76457977294922
0,239.15544202376338,-100.59743368404642,90.44330596923828,3.5764927864074707,181.56954956054688,120.0
0,239.15544202376338,-100.59743368404642,283.58892822265625,69.29022216796875,175.6022491455078,120.0
0,239.15544202376338,-100.59743368404642,171.99325561523438,-273.99053955078125,185.94602966308594,120.0
0,239.15544202376338,-100.59743368404642,392.3265075683594,83.21941375732422,239.26974487304688,120.0
0,239.15544202376338,-100.59743368404642,147.06585693359375,-38.195289611816406,111.24081420898438,120.0
0,239.15544202376338,-100.59743368404642,276.78802490234375,-98.18944549560547,37.70954513549805,120.0
0,239.15544202376338,-100.59743368404642,223.52215576171875,-371.6980285644531,271.55096435546875,120.0
0,239.15544202376338,-100.59743368404642,562.4906616210938,25.437519073486328,347.03094482421875,119.99937438964844
0,239.15544202376338,-100.59743368404642,267.1176452636719,136.94985961914062,239.18739318847656,120.0
0,239.15544202376338,-100.59743368404642,-24.92298698425293,-199.26681518554688,281.90966796875,120.0
0,239.15544202376338,-100.59743368404642,205.3029022216797,-90.2020263671875,35.41269302368164,106.86791229248047
0,239.15544202376338,-100.59743368404642,246.5594024658203,-154.25180053710938,54.16280746459961,106.9275894165039
0,239.15544202376338,-100.59743368404642,213.95571899414062,-39.84292984008789,65.77336883544922,120.0
0,239.15544202376338,-100.59743368404642,-89.56487274169922,-153.28880310058594,332.9165344238281,120.0
0,239.15544202376338,-100.59743368404642,427.029541015625,125.03871154785156,293.6125793457031,120.0
0,239.15544202376338,-100.59743368404642,132.23220825195312,-295.840576171875,222.60382080078125,120.0
0,239.15544202376338,-100.59743368404642,491.3963317871094,-295.0277404785156,318.47857666015625,120.0
0,239.15544202376338,-100.59743368404642,333.7527770996094,-126.82061767578125,98.16471862792969,110.30039978027344
0,239.15544202376338,-100.59743368404642,446.85284423828125,-295.6620788574219,284.9358215332031,116.67559051513672
0,239.15544202376338,-100.59743368404642,354.56292724609375,-124.3984375,117.83621978759766,111.5517578125
0,239.15544202376338,-100.59743368404642,339.91357421875,-274.7347717285156,201.18649291992188,119.99809265136719
0,239.15544202376338,-100.59743368404642,151.1728973388672,-144.7675323486328,98.44757843017578,120.0
0,239.15544202376338,-100.59743368404642,443.44134521484375,114.34294891357422,296.533447265625,120.0
0,239.15544202376338,-100.59743368404642,273.1412658691406,-127.77301788330078,43.514923095703125,107.27543640136719
0,239.15544202376338,-100.59743368404642,149.96778869628906,-231.44033813476562,158.34866333007812,120.0
0,239.15544202376338,-100.59743368404642,-6.17353630065918,35.30878829956055,280.4582214355469,120.0
0,239.15544202376338,-100.59743368404642,259.4664611816406,1.7877193689346313,104.3803482055664,120.0
0,239.15544202376338,-100.59743368404642,99.76736450195312,-380.72149658203125,312.88739013671875,120.0
0,239.15544202376338,-100.59743368404642,197.3604736328125,-197.83154296875,105.83615112304688,119.95735168457031
0,239.15544202376338,-100.59743368404642,358.7018737792969,-86.72634887695312,120.34848022460938,120.0
0,239.15544202376338,-100.59743368404642,141.45484924316406,-287.0684509277344,210.51565551757812,120.0
0,239.15544202376338,-100.59743368404642,157.5843048095703,-359.172119140625,271.135986328125,120.0
0,239.15544202376338,-100.59743368404642,556.707275390625,-145.0286407470703,320.6451110839844,119.56590270996094
0,239.15544202376338,-100.59743368404642,170.73146057128906,-82.71324920654297,70.72259521484375,108.59680938720703
0,239.15544202376338,-100.59743368404642,218.13983154296875,-22.498083114624023,80.8774642944336,120.0
0,239.15544202376338,-100.59743368404642,208.79371643066406,-324.6560974121094,226.10643005371094,119.31604766845703
0,239.15544202376338,-100.59743368404642,120.30357360839844,-91.03689575195312,119.23577880859375,111.41520690917969
0,239.15544202376338,-100.59743368404642,29.892311096191406,-19.447307586669922,224.44686889648438,120.0
0,239.15544202376338,-100.59743368404642,237.8433074951172,-44.464271545410156,56.14849853515625,120.0
0,239.15544202376338,-100.59743368404642,224.41708374023438,54.90000915527344,156.1943359375,120.0
0,239.15544202376338,-100.59743368404642,413.0576477050781,-400.4163818359375,346.6026306152344,120.0
0,239.15544202376338,-100.59743368404642,391.2457580566406,-308.205810546875,257.3571472167969,120.0
0,239.15544202376338,-100.59743368404642,64.96015167236328,-144.53102111816406,179.6501007080078,120.0
0,239.15544202376338,-100.59743368404642,273.364501953125,-338.6334228515625,240.48158264160156,120.0
0,239.15544202376338,-100.59743368404642,129.8440704345703,-33.84270095825195,128.08267211914062,120.0
0,239.15544202376338,-100.59743368404642,64.62881469726562,125.09952545166016,285.30450439453125,120.0
0,239.15544202376338,-100.59743368404642,221.60545349121094,142.25411987304688,243.48487854003906,120.0
0,239.15544202376338,-100.59743368404642,62.25416946411133,-54.932186126708984,182.70022583007812,120.0
0,239.15544202376338,-100.59743368404642,248.8614501953125,-77.40493774414062,25.141569137573242,120.0
0,239.15544202376338,-100.59743368404642,270.18212890625,-121.21864318847656,37.254390716552734,107.02435302734375
0,239.15544202376338,-100.59743368404642,321.1372985839844,1.4876328706741333,130.92893981933594,120.0
0,239.15544202376338,-100.59743368404642,266.4891357421875,-241.25360107421875,143.28741455078125,119.8453140258789
0,239.15544202376338,-100.59743368404642,254.27210998535156,-118.89900970458984,23.73733901977539,108.7095718383789
